2021-11-13 at 15:25:19 | INFO | Neptune Start Up ....
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-05-21",
            "orderNumber": 10125,
            "requiredDate": "2013-05-27",
            "shippedDate": "2013-05-24",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 458,
            "orderDate": "2013-05-28",
            "orderNumber": 10126,
            "requiredDate": "2013-06-07",
            "shippedDate": "2013-06-02",
            "status": "Shipped"
        },
        {
            "comments": "Customer requested special shippment. The instructions were passed along to the warehouse",
            "customerNumber": 151,
            "orderDate": "2013-06-03",
            "orderNumber": 10127,
            "requiredDate": "2013-06-09",
            "shippedDate": "2013-06-06",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 141,
            "orderDate": "2013-06-06",
            "orderNumber": 10128,
            "requiredDate": "2013-06-12",
            "shippedDate": "2013-06-11",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 324,
            "orderDate": "2013-06-12",
            "orderNumber": 10129,
            "requiredDate": "2013-06-18",
            "shippedDate": "2013-06-14",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 198,
            "orderDate": "2013-06-16",
            "orderNumber": 10130,
            "requiredDate": "2013-06-24",
            "shippedDate": "2013-06-21",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 447,
            "orderDate": "2013-06-16",
            "orderNumber": 10131,
            "requiredDate": "2013-06-25",
            "shippedDate": "2013-06-21",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 323,
            "orderDate": "2013-06-25",
            "orderNumber": 10132,
            "requiredDate": "2013-07-01",
            "shippedDate": "2013-06-28",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 141,
            "orderDate": "2013-06-27",
            "orderNumber": 10133,
            "requiredDate": "2013-07-04",
            "shippedDate": "2013-07-03",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 250,
            "orderDate": "2013-07-01",
            "orderNumber": 10134,
            "requiredDate": "2013-07-10",
            "shippedDate": "2013-07-05",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 124,
            "orderDate": "2013-07-02",
            "orderNumber": 10135,
            "requiredDate": "2013-07-12",
            "shippedDate": "2013-07-03",
            "status": "Shipped"
        },
        {
            "comments": "Customer is interested in buying more Ferrari models",
            "customerNumber": 242,
            "orderDate": "2013-07-04",
            "orderNumber": 10136,
            "requiredDate": "2013-07-14",
            "shippedDate": "2013-07-06",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-07-10",
            "orderNumber": 10137,
            "requiredDate": "2013-07-20",
            "shippedDate": "2013-07-14",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 496,
            "orderDate": "2013-07-07",
            "orderNumber": 10138,
            "requiredDate": "2013-07-16",
            "shippedDate": "2013-07-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 282,
            "orderDate": "2013-07-16",
            "orderNumber": 10139,
            "requiredDate": "2013-07-23",
            "shippedDate": "2013-07-21",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 12:40:08 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 172,
            "orderDate": "2013-04-01"
        }
    ]
}
2021-11-19 at 12:40:41 | INFO | Neptune Shutting Down ....
2021-11-19 at 12:40:41 | INFO | API cache does not exists ....
2021-11-19 at 12:40:43 | INFO | Neptune Start Up ....
2021-11-19 at 12:40:43 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 12:40:43 | INFO | Add Custom query ...
2021-11-19 at 12:40:43 | INFO | Neptune Starting ....
2021-11-19 at 12:40:43 | INFO | API cache does not exists ....
2021-11-19 at 12:40:44 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 12:40:44 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 282,
            "orderDate": "2013-07-16"
        }
    ]
}
2021-11-19 at 13:04:24 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:04:24 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 282,
            "orderDate": "2013-07-16"
        }
    ]
}
2021-11-19 at 13:04:53 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:04:53 | INFO | API cache does not exists ....
2021-11-19 at 13:04:55 | INFO | Neptune Start Up ....
2021-11-19 at 13:04:55 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:04:55 | INFO | Add Custom query ...
2021-11-19 at 13:04:55 | INFO | Neptune Starting ....
2021-11-19 at 13:04:55 | INFO | API cache does not exists ....
2021-11-19 at 13:04:55 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:04:55 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 282,
            "orderDate": "2013-07-16"
        }
    ]
}
2021-11-19 at 13:05:32 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:05:32 | INFO | API cache does not exists ....
2021-11-19 at 13:05:33 | INFO | Neptune Start Up ....
2021-11-19 at 13:05:33 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:05:34 | INFO | Add Custom query ...
2021-11-19 at 13:05:34 | INFO | Neptune Starting ....
2021-11-19 at 13:05:34 | INFO | API cache does not exists ....
2021-11-19 at 13:05:35 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:05:35 | SUCCESS | test debug output tm.select(): 
 {
    "data": []
}
2021-11-19 at 13:06:01 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:06:01 | INFO | API cache does not exists ....
2021-11-19 at 13:06:02 | INFO | Neptune Start Up ....
2021-11-19 at 13:06:02 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:06:02 | INFO | Add Custom query ...
2021-11-19 at 13:06:02 | INFO | Neptune Starting ....
2021-11-19 at 13:06:02 | INFO | API cache does not exists ....
2021-11-19 at 13:06:03 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:06:03 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:06:36 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:06:36 | INFO | API cache does not exists ....
2021-11-19 at 13:06:38 | INFO | Neptune Start Up ....
2021-11-19 at 13:06:38 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:06:38 | INFO | Add Custom query ...
2021-11-19 at 13:06:38 | INFO | Neptune Starting ....
2021-11-19 at 13:06:38 | INFO | API cache does not exists ....
2021-11-19 at 13:07:13 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:07:13 | INFO | API cache does not exists ....
2021-11-19 at 13:07:15 | INFO | Neptune Start Up ....
2021-11-19 at 13:07:15 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:07:15 | INFO | Add Custom query ...
2021-11-19 at 13:07:15 | INFO | Neptune Starting ....
2021-11-19 at 13:07:15 | INFO | API cache does not exists ....
2021-11-19 at 13:07:15 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:07:15 | SUCCESS | test debug output tm.select(): 
 {
    "data": []
}
2021-11-19 at 13:07:15 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:07:27 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:07:27 | INFO | API cache does not exists ....
2021-11-19 at 13:07:28 | INFO | Neptune Start Up ....
2021-11-19 at 13:07:28 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:07:28 | INFO | Add Custom query ...
2021-11-19 at 13:07:28 | INFO | Neptune Starting ....
2021-11-19 at 13:07:28 | INFO | API cache does not exists ....
2021-11-19 at 13:07:29 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:07:29 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:07:29 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:13:53 | ERROR | Exception at tablemodel insert(): malformed node or string: <_ast.Name object at 0x103f59bb0> 
2021-11-19 at 13:17:57 | ERROR | Exception at tablemodel insert(): malformed node or string: <_ast.Name object at 0x103ed49d0> 
2021-11-19 at 13:18:25 | ERROR | Exception at tablemodel insert(): malformed node or string: <_ast.Name object at 0x103ea53a0> 
2021-11-19 at 13:21:37 | ERROR | Exception at tablemodel insert(): (pymysql.err.IntegrityError) (1062, "Duplicate entry '10123' for key 'PRIMARY'")
[SQL: INSERT INTO mysqlsrc.orders (`orderNumber`, `orderDate`, `requiredDate`, `shippedDate`, `status`, comments, `customerNumber`) VALUES (%(orderNumber)s, %(orderDate)s, %(requiredDate)s, %(shippedDate)s, %(status)s, %(comments)s, %(customerNumber)s)]
[parameters: {'orderNumber': '10123', 'orderDate': '2013-05-20', 'requiredDate': '2013-05-29', 'shippedDate': '2013-05-22', 'status': 'Shipped', 'comments': 'null', 'customerNumber': '103'}]
(Background on this error at: https://sqlalche.me/e/14/gkpj) 
2021-11-19 at 13:22:19 | ERROR | Exception at tablemodel insert(): (pymysql.err.OperationalError) (1364, "Field 'orderNumber' doesn't have a default value")
[SQL: INSERT INTO mysqlsrc.orders (`orderDate`, `requiredDate`, `shippedDate`, `status`, comments, `customerNumber`) VALUES (%(orderDate)s, %(requiredDate)s, %(shippedDate)s, %(status)s, %(comments)s, %(customerNumber)s)]
[parameters: {'orderDate': '2013-05-20', 'requiredDate': '2013-05-29', 'shippedDate': '2013-05-22', 'status': 'Shipped', 'comments': 'null', 'customerNumber': '103'}]
(Background on this error at: https://sqlalche.me/e/14/e3q8) 
2021-11-19 at 13:26:20 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:26:20 | INFO | API cache does not exists ....
2021-11-19 at 13:26:21 | INFO | Neptune Start Up ....
2021-11-19 at 13:26:21 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:26:21 | INFO | Add Custom query ...
2021-11-19 at 13:26:21 | INFO | Neptune Starting ....
2021-11-19 at 13:26:21 | INFO | API cache does not exists ....
2021-11-19 at 13:27:04 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:27:04 | INFO | API cache does not exists ....
2021-11-19 at 13:27:05 | INFO | Neptune Start Up ....
2021-11-19 at 13:27:05 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:27:05 | INFO | Add Custom query ...
2021-11-19 at 13:27:05 | INFO | Neptune Starting ....
2021-11-19 at 13:27:05 | INFO | API cache does not exists ....
2021-11-19 at 13:29:07 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:29:07 | INFO | API cache does not exists ....
2021-11-19 at 13:29:09 | INFO | Neptune Start Up ....
2021-11-19 at 13:29:09 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:29:09 | INFO | Add Custom query ...
2021-11-19 at 13:29:09 | INFO | Neptune Starting ....
2021-11-19 at 13:29:09 | INFO | API cache does not exists ....
2021-11-19 at 13:36:31 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:36:31 | INFO | API cache does not exists ....
2021-11-19 at 13:36:36 | INFO | Neptune Start Up ....
2021-11-19 at 13:36:36 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:36:36 | INFO | Add Custom query ...
2021-11-19 at 13:36:36 | INFO | Neptune Starting ....
2021-11-19 at 13:36:36 | INFO | API cache does not exists ....
2021-11-19 at 13:36:39 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:36:39 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:36:39 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:36:39 | ERROR | Exception at tablemodel insert(): malformed node or string: None 
2021-11-19 at 13:36:39 | SUCCESS | test debug output tm.(): 
 {
    "insertError": "Exception at tablemodel insert(): malformed node or string: None ",
    "insertResult": "Error"
}
2021-11-19 at 13:37:53 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:37:53 | INFO | API cache does not exists ....
2021-11-19 at 13:37:56 | INFO | Neptune Start Up ....
2021-11-19 at 13:37:56 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:37:56 | INFO | Add Custom query ...
2021-11-19 at 13:37:56 | INFO | Neptune Starting ....
2021-11-19 at 13:37:56 | INFO | API cache does not exists ....
2021-11-19 at 13:37:58 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:37:58 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:37:58 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:37:58 | CRITICAL | 0
2021-11-19 at 13:37:58 | SUCCESS | test debug output tm.(): 
 {
    "insertResult": "True",
    "insert_row_id": "10428"
}
2021-11-19 at 13:40:14 | INFO | Neptune Shutting Down ....
2021-11-19 at 13:40:14 | INFO | API cache does not exists ....
2021-11-19 at 13:40:18 | INFO | Neptune Start Up ....
2021-11-19 at 13:40:18 | INFO | API prefix is: [ /api/v1 ]
2021-11-19 at 13:40:18 | INFO | Add Custom query ...
2021-11-19 at 13:40:18 | INFO | Neptune Starting ....
2021-11-19 at 13:40:18 | INFO | API cache does not exists ....
2021-11-19 at 13:40:19 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        },
        {
            "comments": "Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch",
            "customerNumber": 112,
            "orderDate": "2013-05-21",
            "orderNumber": 10124,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-25",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:40:19 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 103,
            "orderDate": "2013-05-20",
            "orderNumber": 10123,
            "requiredDate": "2013-05-29",
            "shippedDate": "2013-05-22",
            "status": "Shipped"
        }
    ]
}
2021-11-19 at 13:40:19 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "customerNumber": 112,
            "orderDate": "2013-05-21"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-08-06"
        },
        {
            "customerNumber": 112,
            "orderDate": "2014-11-29"
        }
    ]
}
2021-11-19 at 13:40:19 | CRITICAL | 1
2021-11-19 at 13:40:19 | SUCCESS | test debug output tm.(): 
 {
    "insertResult": "True",
    "insert_row_id": "10429"
}
2021-11-19 at 13:40:33 | SUCCESS | test debug output tm.select(): 
 {
    "data": [
        {
            "comments": null,
            "customerNumber": 114,
            "orderDate": "2013-04-29",
            "orderNumber": 10120,
            "requiredDate": "2013-05-08",
            "shippedDate": "2013-05-01",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 353,
            "orderDate": "2013-05-07",
            "orderNumber": 10121,
            "requiredDate": "2013-05-13",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
            "customerNumber": 350,
            "orderDate": "2013-05-08",
            "orderNumber": 10122,
            "requiredDate": "2013-05-16",
            "shippedDate": "2013-05-13",
            "status": "Shipped"
        },
        {
            "comments": null,
